"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0AD40","2019-10-10 00:00:00","32.000","65.000","2.000","23.500","0.770","1011.800","","2.500","-99.000","-99.000","-99.000","27.200","","22.400",""
"C0X120","2019-10-10 00:00:00","28.000","148.000","2.600","26.500","0.830","1011.400","","0.000","-99.000","-99.000","-99.000","31.400","","26.100",""
"C0C700","2019-10-10 00:00:00","151.000","70.000","2.200","23.500","0.740","998.200","","0.000","-99.000","-99.000","-99.000","27.300","","23.100",""
"C0W130","2019-10-10 00:00:00","18.000","28.000","5.100","25.400","0.800","1011.000","","0.000","-99.000","-99.000","-99.000","28.900","","25.400",""
"C0F9R0","2019-10-10 00:00:00","20.000","50.000","0.400","24.600","0.950","1012.100","","0.000","-99.000","-99.000","-99.000","30.700","","23.800",""
"C0V660","2019-10-10 00:00:00","25.000","113.000","1.400","27.200","0.820","1011.800","","0.000","-99.000","-99.000","-99.000","31.100","","25.500",""
"C0G780","2019-10-10 00:00:00","27.000","7.000","1.400","25.600","0.770","1010.400","","0.000","-99.000","-99.000","-99.000","32.000","","25.400",""
"C0C590","2019-10-10 00:00:00","72.000","47.000","1.500","23.400","0.780","1006.200","","0.000","-99.000","-99.000","-99.000","29.400","","23.300",""
"C0I520","2019-10-10 00:00:00","3860.000","13.000","4.300","6.000","0.350","644.300","","-99.000","-99.000","-99.000","-99.000","10.300","","3.900",""
"C0E530","2019-10-10 00:00:00","341.000","8.000","0.400","21.000","0.920","975.100","","0.000","-99.000","-99.000","-99.000","29.300","","21.000",""
"C0M790","2019-10-10 00:00:00","15.000","0.000","0.000","26.100","0.760","1010.800","","0.000","-99.000","-99.000","-99.000","32.400","","25.200",""
"C0R130","2019-10-10 00:00:00","1040.000","89.000","1.200","18.700","0.970","899.000","","0.000","-99.000","-99.000","-99.000","27.800","","17.200",""
"C0AH30","2019-10-10 00:00:00","755.000","36.000","3.700","19.200","1.000","931.700","","2.500","-99.000","-99.000","-99.000","21.100","","18.000",""
"C0X170","2019-10-10 00:00:00","50.000","151.000","1.600","26.700","0.810","1007.500","","0.000","-99.000","-99.000","-99.000","32.100","","25.800",""
"C0K291","2019-10-10 00:00:00","8.000","64.000","1.000","25.300","0.820","1013.000","","0.000","-99.000","-99.000","-99.000","29.500","","25.300",""
"C0D480","2019-10-10 00:00:00","223.000","0.000","0.000","22.400","0.860","988.200","","0.000","-99.000","-99.000","-99.000","28.900","","22.100",""
"C0F0C0","2019-10-10 00:00:00","983.000","0.000","0.000","19.700","0.970","906.200","","0.000","-99.000","-99.000","-99.000","25.200","","18.400",""
"C0U860","2019-10-10 00:00:00","5.000","294.000","0.500","22.600","0.860","1015.600","","18.500","-99.000","-99.000","-99.000","27.000","","21.800",""
"C0UA50","2019-10-10 00:00:00","808.000","323.000","1.400","17.900","0.990","926.400","","52.000","-99.000","-99.000","-99.000","19.700","","17.900",""
"C0T960","2019-10-10 00:00:00","120.000","0.000","0.100","22.000","0.990","1002.200","","8.000","-99.000","-99.000","-99.000","26.700","","18.700",""
"C0SA80","2019-10-10 00:00:00","136.000","0.000","0.200","22.800","0.990","999.400","","20.500","-99.000","-99.000","-99.000","27.600","","20.000",""
"C0E780","2019-10-10 00:00:00","160.000","0.000","0.000","23.000","0.840","995.700","","0.000","-99.000","-99.000","-99.000","31.500","","22.500",""
"C0F9Q0","2019-10-10 00:00:00","149.000","0.000","0.000","22.700","0.980","996.000","","0.000","-99.000","-99.000","-99.000","31.400","","22.700",""
"C0F9X0","2019-10-10 00:00:00","166.000","358.000","1.600","23.700","0.850","995.500","","0.000","-99.000","-99.000","-99.000","29.900","","23.700",""
"C0F0D0","2019-10-10 00:00:00","3171.000","358.000","0.800","6.800","0.700","700.300","","0.000","-99.000","-99.000","-99.000","16.200","","5.300",""
"C0S730","2019-10-10 00:00:00","110.000","30.000","7.200","23.400","0.940","1002.000","","7.500","-99.000","-99.000","-99.000","25.400","","22.700",""
"C0T790","2019-10-10 00:00:00","2830.000","279.000","0.900","8.400","0.990","729.700","","0.000","-99.000","-99.000","-99.000","15.100","","5.200",""
"C0M830","2019-10-10 00:00:00","540.000","354.000","0.300","22.600","0.990","955.200","","0.000","-99.000","-99.000","-99.000","28.100","","21.700",""
"C0V750","2019-10-10 00:00:00","50.000","160.000","1.800","27.500","1.000","1009.000","","0.000","-99.000","-99.000","-99.000","31.700","","26.100",""
"C0K530","2019-10-10 00:00:00","12.000","71.000","1.000","25.000","0.820","1012.300","","0.000","-99.000","-99.000","-99.000","29.300","","24.400",""
"C0G850","2019-10-10 00:00:00","62.000","0.000","0.100","27.200","0.850","1005.600","","0.000","-99.000","-99.000","-99.000","32.800","","26.500",""
"C0M780","2019-10-10 00:00:00","30.000","0.000","0.000","25.900","0.850","1010.500","","0.000","-99.000","-99.000","-99.000","31.500","","25.700",""
"C0V360","2019-10-10 00:00:00","94.000","113.000","0.900","25.300","0.800","1003.100","","0.000","-99.000","-99.000","-99.000","31.200","","23.500",""
"C0K510","2019-10-10 00:00:00","10.000","68.000","0.300","25.200","0.830","1011.800","","0.000","-99.000","-99.000","-99.000","31.200","","24.600",""
"C0D650","2019-10-10 00:00:00","97.000","48.000","3.500","23.400","0.770","1003.700","","0.000","-99.000","-99.000","-99.000","28.600","","23.400",""
"C0V630","2019-10-10 00:00:00","19.000","227.000","1.200","27.100","0.770","1013.700","","0.000","-99.000","-99.000","-99.000","30.400","","26.400",""
"C0U910","2019-10-10 00:00:00","17.000","300.000","0.800","23.000","0.900","1014.000","","24.000","-99.000","-99.000","-99.000","25.900","","21.200",""
"C0U600","2019-10-10 00:00:00","10.000","331.000","0.800","22.300","0.920","1014.600","","40.500","-99.000","-99.000","-99.000","26.500","","21.600",""
"C0G820","2019-10-10 00:00:00","29.000","0.000","0.100","25.500","0.830","1009.600","","0.000","-99.000","-99.000","-99.000","32.600","","25.300",""
"C0R590","2019-10-10 00:00:00","72.000","31.000","1.600","25.100","0.970","1005.600","","5.500","-99.000","-99.000","-99.000","30.700","","24.400",""
"C0A9E0","2019-10-10 00:00:00","26.000","82.000","1.000","24.800","0.690","1013.200","","0.000","-99.000","-99.000","-99.000","29.600","","24.800",""
"C0R480","2019-10-10 00:00:00","57.000","1.000","1.300","25.700","0.840","1007.400","","0.000","-99.000","-99.000","-99.000","31.300","","24.500",""
"C0X300","2019-10-10 00:00:00","70.000","0.000","0.000","24.100","0.950","1005.500","","0.000","-99.000","-99.000","-99.000","31.300","","24.100",""
"C0U970","2019-10-10 00:00:00","7.000","0.000","0.000","22.900","0.890","1016.200","","44.000","-99.000","-99.000","-99.000","26.700","","21.900",""
"C0M750","2019-10-10 00:00:00","10.000","55.000","0.900","26.100","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","30.300","","26.000",""
"C0I110","2019-10-10 00:00:00","161.000","64.000","1.100","24.900","0.830","996.000","","0.000","-99.000","-99.000","-99.000","30.900","","24.600",""
"C0V370","2019-10-10 00:00:00","74.000","120.000","0.400","25.300","0.870","1006.000","","0.000","-99.000","-99.000","-99.000","31.300","","23.700",""
"C0C690","2019-10-10 00:00:00","242.000","98.000","1.500","22.400","0.700","987.800","","0.000","-99.000","-99.000","-99.000","27.000","","22.200",""
"C0A540","2019-10-10 00:00:00","401.000","0.000","0.000","19.600","0.970","971.800","","6.000","-99.000","-99.000","-99.000","23.300","","19.600",""
"C0H950","2019-10-10 00:00:00","192.000","0.000","0.000","24.100","0.940","992.600","","0.000","-99.000","-99.000","-99.000","31.100","","23.100",""
"C0O960","2019-10-10 00:00:00","112.000","141.000","1.300","24.800","0.900","1001.100","","0.000","-99.000","-99.000","-99.000","29.800","","24.100",""
"C0AH10","2019-10-10 00:00:00","30.000","94.000","1.500","25.000","0.740","1011.200","","2.000","-99.000","-99.000","-99.000","28.100","","24.000",""
"C0R680","2019-10-10 00:00:00","13.000","35.000","2.400","24.500","-99.000","1012.700","","1.500","-99.000","-99.000","-99.000","28.600","","24.300",""
"C0X210","2019-10-10 00:00:00","38.000","101.000","0.900","25.500","0.920","1007.600","","0.000","-99.000","-99.000","-99.000","31.500","","24.600",""
"C0D430","2019-10-10 00:00:00","87.000","0.000","0.000","23.000","0.840","1003.400","","0.000","-99.000","-99.000","-99.000","31.100","","21.600",""
"C0AD30","2019-10-10 00:00:00","20.000","73.000","1.800","25.400","0.670","1011.400","","0.000","-99.000","-99.000","-99.000","29.200","","25.300",""
"C0R240","2019-10-10 00:00:00","87.000","102.000","0.500","24.200","0.950","1003.500","","0.000","-99.000","-99.000","-99.000","31.200","","22.600",""
"C0AI30","2019-10-10 00:00:00","26.000","56.000","4.500","24.900","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","27.400","","24.700",""
"C0U960","2019-10-10 00:00:00","1885.000","4.000","1.600","11.000","0.990","817.300","","8.000","-99.000","-99.000","-99.000","15.000","","9.900",""
"C0T9E0","2019-10-10 00:00:00","415.000","0.000","0.200","20.900","0.940","970.000","","11.500","-99.000","-99.000","-99.000","24.700","","19.700",""
"C0D550","2019-10-10 00:00:00","1956.000","0.000","0.000","13.400","0.960","813.800","","0.000","-99.000","-99.000","-99.000","19.400","","12.900",""
"C0C630","2019-10-10 00:00:00","209.000","62.000","2.900","22.800","0.760","991.200","","0.000","-99.000","-99.000","-99.000","27.300","","22.400",""
"C0H9A0","2019-10-10 00:00:00","1595.000","0.000","0.000","16.500","0.990","848.300","","0.000","-99.000","-99.000","-99.000","23.500","","14.600",""
"C0Z300","2019-10-10 00:00:00","182.000","58.000","0.500","21.800","0.990","996.500","","0.000","-99.000","-99.000","-99.000","27.000","","19.700",""
"C0G730","2019-10-10 00:00:00","27.000","56.000","0.800","24.300","0.830","1011.400","","0.000","-99.000","-99.000","-99.000","30.900","","23.700",""
"C0V730","2019-10-10 00:00:00","33.000","154.000","1.300","27.000","0.940","1010.600","","0.500","-99.000","-99.000","-99.000","31.300","","25.200",""
"C0SA00","2019-10-10 00:00:00","466.000","107.000","0.800","21.200","0.980","962.400","","0.000","-99.000","-99.000","-99.000","26.600","","19.000",""
"C0S900","2019-10-10 00:00:00","27.000","35.000","1.300","26.600","0.740","1012.000","","0.000","-99.000","-99.000","-99.000","28.400","","26.200",""
"C0C480","2019-10-10 00:00:00","105.000","0.000","0.000","24.300","0.740","1003.100","","1.000","-99.000","-99.000","-99.000","30.000","","23.300",""
"C0V720","2019-10-10 00:00:00","15.000","34.000","1.700","27.300","0.830","1012.100","","0.000","-99.000","-99.000","-99.000","30.700","","25.800",""
"C0UA60","2019-10-10 00:00:00","566.000","25.000","2.000","18.900","0.960","952.000","","15.500","-99.000","-99.000","-99.000","23.400","","17.800",""
"C0A980","2019-10-10 00:00:00","11.000","112.000","1.200","24.600","0.670","1015.100","","0.000","-99.000","-99.000","-99.000","29.100","","24.600",""
"C0C670","2019-10-10 00:00:00","250.000","28.000","2.300","22.300","0.790","986.600","","0.000","-99.000","-99.000","-99.000","26.600","","22.100",""
"C0K550","2019-10-10 00:00:00","15.000","18.000","0.300","25.100","0.890","1012.200","","0.000","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0R350","2019-10-10 00:00:00","35.000","51.000","3.100","24.900","0.890","1010.100","","0.000","-99.000","-99.000","-99.000","29.100","","24.300",""
"C0T9F0","2019-10-10 00:00:00","251.000","277.000","0.500","21.300","0.950","987.100","","22.500","-99.000","-99.000","-99.000","25.900","","20.900",""
"C0D390","2019-10-10 00:00:00","146.000","0.000","0.000","23.100","0.800","996.300","","0.000","-99.000","-99.000","-99.000","30.300","","23.100",""
"C0E430","2019-10-10 00:00:00","258.000","0.000","0.000","21.400","0.970","988.400","","0.000","-99.000","-99.000","-99.000","29.700","","21.100",""
"C0O990","2019-10-10 00:00:00","18.000","151.000","1.300","25.700","0.990","1011.300","","0.000","-99.000","-99.000","-99.000","32.800","","24.200",""
"CM0010","2019-10-10 00:00:00","68.000","0.000","0.200","23.500","0.700","1008.500","","0.000","-99.000","-99.000","-99.000","27.200","","23.400",""
"C0K500","2019-10-10 00:00:00","12.000","37.000","0.700","25.100","0.820","1011.200","","0.000","-99.000","-99.000","-99.000","31.100","","24.300",""
"C0ACA0","2019-10-10 00:00:00","25.000","48.000","2.100","24.600","0.690","1011.700","","0.500","-99.000","-99.000","-99.000","28.200","","23.900",""
"C0X180","2019-10-10 00:00:00","62.000","135.000","0.800","26.000","0.910","1006.100","","0.000","-99.000","-99.000","-99.000","31.400","","25.100",""
"C0F930","2019-10-10 00:00:00","100.000","0.000","0.200","23.900","0.990","1002.000","","0.000","-99.000","-99.000","-99.000","32.100","","22.600",""
"C0I010","2019-10-10 00:00:00","1562.000","155.000","0.900","16.900","0.980","850.700","","0.000","-99.000","-99.000","-99.000","23.100","","14.600",""
"C0R190","2019-10-10 00:00:00","32.000","19.000","0.700","25.100","0.940","1009.500","","0.000","-99.000","-99.000","-99.000","30.700","","22.500",""
"C0E420","2019-10-10 00:00:00","19.000","47.000","1.400","24.200","0.740","1010.300","","0.000","-99.000","-99.000","-99.000","30.900","","23.500",""
"C0W160","2019-10-10 00:00:00","49.000","52.000","12.100","24.400","0.810","1006.300","","0.000","-99.000","-99.000","-99.000","25.500","","24.000",""
"C0I460","2019-10-10 00:00:00","110.000","198.000","1.600","26.100","0.830","1000.900","","0.000","-99.000","-99.000","-99.000","31.500","","25.000",""
"C0A9F0","2019-10-10 00:00:00","35.000","106.000","1.100","24.500","0.740","1012.500","","0.000","-99.000","-99.000","-99.000","28.200","","24.500",""
"C0F9A0","2019-10-10 00:00:00","425.000","0.000","0.000","23.900","0.860","965.700","","0.000","-99.000","-99.000","-99.000","29.500","","22.300",""
"C0O950","2019-10-10 00:00:00","4.000","0.000","0.000","26.400","0.870","1012.200","","0.000","-99.000","-99.000","-99.000","31.300","","26.000",""
"C0M760","2019-10-10 00:00:00","40.000","0.000","0.000","25.800","0.850","1009.300","","0.000","-99.000","-99.000","-99.000","31.500","","25.800",""
"C0AH70","2019-10-10 00:00:00","34.000","73.000","1.200","24.800","0.660","1012.200","","1.500","-99.000","-99.000","-99.000","28.400","","24.700",""
"C0V250","2019-10-10 00:00:00","298.000","8.000","0.700","23.000","0.940","980.400","","0.000","-99.000","-99.000","-99.000","31.400","","21.500",""
"C0U980","2019-10-10 00:00:00","573.000","281.000","2.000","18.300","1.000","953.000","","22.000","-99.000","-99.000","-99.000","22.600","","18.300",""
"C0S740","2019-10-10 00:00:00","289.000","48.000","1.400","21.300","0.980","983.800","","0.000","-99.000","-99.000","-99.000","25.600","","19.400",""
"C0A940","2019-10-10 00:00:00","49.000","68.000","0.800","23.900","0.760","1010.900","","0.000","-99.000","-99.000","-99.000","28.400","","23.500",""
"C0A920","2019-10-10 00:00:00","196.000","83.000","2.100","22.400","0.810","993.100","","0.000","-99.000","-99.000","-99.000","25.400","","21.800",""
"C0A640","2019-10-10 00:00:00","241.000","0.000","0.000","21.400","0.820","990.700","","3.000","-99.000","-99.000","-99.000","26.600","","20.700",""
"C0A930","2019-10-10 00:00:00","216.000","224.000","0.500","22.200","0.950","990.200","","0.000","-99.000","-99.000","-99.000","24.400","","21.900",""
"C0F9M0","2019-10-10 00:00:00","230.000","334.000","0.500","24.300","0.870","987.500","","0.000","-99.000","-99.000","-99.000","29.500","","24.000",""
"C0AC40","2019-10-10 00:00:00","1079.000","100.000","1.300","16.100","0.990","895.700","","1.000","8.800","54.000","","18.500","","15.500",""
"C0AI00","2019-10-10 00:00:00","188.000","40.000","1.400","22.700","0.840","993.900","","0.000","6.600","36.000","","28.900","","22.700",""
"C0T9M0","2019-10-10 00:00:00","92.000","313.000","2.100","22.500","0.970","1006.500","","2.500","-99.000","-99.000","-99.000","28.500","","22.100",""
"C0K430","2019-10-10 00:00:00","30.000","18.000","0.400","24.800","0.810","1011.200","","0.000","-99.000","-99.000","-99.000","30.000","","23.800",""
"C0Z170","2019-10-10 00:00:00","199.000","0.000","0.000","22.800","0.980","994.900","","0.000","-99.000","-99.000","-99.000","26.900","","20.200",""
"C0Z100","2019-10-10 00:00:00","36.000","242.000","0.600","22.800","0.980","1013.200","","2.000","-99.000","-99.000","-99.000","28.000","","20.200",""
"C0U710","2019-10-10 00:00:00","1942.000","0.000","0.000","11.400","0.990","810.600","","2.000","-99.000","-99.000","-99.000","14.600","","11.400",""
"C0SA30","2019-10-10 00:00:00","92.000","353.000","2.500","24.100","0.800","1005.500","","0.500","-99.000","-99.000","-99.000","28.100","","23.000",""
"C0H990","2019-10-10 00:00:00","3076.000","195.000","0.600","6.000","0.990","708.500","","0.000","-99.000","-99.000","-99.000","15.500","","5.900",""
"C0F9K0","2019-10-10 00:00:00","30.000","24.000","2.200","24.100","0.800","1008.900","","0.000","-99.000","-99.000","-99.000","29.700","","23.200",""
